순번,학원 및 교습소명,주소
1177,코어플랜영어전문학원,대구광역시 동구 팔공로51길 15-13  2층 (봉무동)
1178,시지이룸수학학원,대구광역시 수성구 달구벌대로 3179  4층 (매호동)
1179,하루국어학원,대구광역시 수성구 지범로39길 13  3층 301호 (범물동)
1180,이유정영어학원,대구광역시 중구 남산로 79 3층 5층(남산동)
1181,더블유(W)영어학원,대구광역시 수성구 화랑로 76  5층 (만촌동)
1182,오쌤수학리드인독서논술학원,대구광역시 동구 동호로5길 18  3층 (신서동)
1183,내생각사탐학원,대구광역시 수성구 달구벌대로496길 19  4층 (범어동)
1184,국어하랑학원,대구광역시 수성구 청수로 188-1  3층 (지산동)
1185,엘에스영어수학학원,대구광역시 동구 동호로5길 10  2층 (신서동)
1186,잇올스파르타대구수성2관리형학원,대구광역시 수성구 달구벌대로 2553  8층 (만촌동 세원빌딩)
1187,수성만촌점와와학습코칭학원,대구광역시 수성구 화랑로8길 11-11  7층 (만촌동)
1188,봄미술학원,대구광역시 수성구 범어천로 174-1  2층 (범어동)
1189,531수학학원,대구광역시 수성구 달구벌대로 2498  7층 (범어동)
1190,책나무범어독서학원,대구광역시 수성구 상록로 76  4층 (범어동)
1191,폴라베어어학원,대구광역시 동구 안심로16길 47  4층 410호 (율하동 율하동 타임스퀘어)
1192,김영편입학원,대구광역시 중구 중앙대로 394  10층 (남일동 남일동 109-2 교육연구시설)
1193,루니스수학학원,대구광역시 수성구 달구벌대로 2569  2층 (만촌동)
1194,루체테영어학원,대구광역시 수성구 달구벌대로492길 43  5층 (범어동)
1195,하이엠수학학원,대구광역시 수성구 교학로 46 2층(만촌동)
1196,아이엠학당국영수학원,대구광역시 동구 안심로16길 47  316호 일부 317호 (율하동 율하동 타임스퀘어)
1197,지청직업교육학원,대구광역시 동구 메디밸리로 5-25  202호 (대림동)
1198,알기타실용음악학원,대구광역시 수성구 들안로 373  3층 (수성동4가)
1199,애플수학학원,대구광역시 동구 동호로 77  402호 (신서동)
1200,발레뤼스무용학원,대구광역시 수성구 수성로 319  3층 (수성동1가)
1201,트리니티수학학원,대구광역시 수성구 달구벌대로 3167  6층 (매호동)
1202,글로벌리더스어학원,대구광역시 수성구 범어로 61  104동 301호 (범어동 범어풀비체)
1203,스마트해법수학학원,대구광역시 중구 달구벌대로 1970  106201202호 (남산동 남산휴먼시아2단지)
1204,제스트영어학원,대구광역시 수성구 범어천로 74  3층 (범어동)
1205,범어센터다몰입독서실,대구광역시 수성구 달구벌대로 2380  2층 일부 3층 (범어동)
1206,봉태학원,대구광역시 수성구 청수로 268  2층 (황금동)
1207,에듀허브자기주도학습코칭학원,대구광역시 수성구 범어로20길 66 (범어동) 2층3층
1208,레이나영어만촌관학원,대구광역시 수성구 화랑로 70  6층 (만촌동)
1209,위너스독서실,대구광역시 수성구 달구벌대로650길 57  4층 5층 (욱수동)
1210,아이비슐레학원,대구광역시 수성구 지범로 167  602호 (지산동 지산메디지오)
1211,브라운어학원,대구광역시 중구 달구벌대로 2078  4층~5층 (남산동)
1212,와이케이학원,대구광역시 수성구 동대구로 353  1002호 (범어동)
1213,본영어학원,대구광역시 동구 금강로 13 3층 일부(신서동)
1214,윤성컴퓨터디자인DX(디엑스)아카데미학원,대구광역시 중구 국채보상로 582  7층 01호 8층 01~02호(남일동 미도빌딩)
1215,책나무남산독서학원,대구광역시 중구 남산로 61  2층 (남산동 대구은행)
1216,아트앤하트시지수성알파시티미술학원,대구광역시 수성구 알파시티2로 24  401호 (시지동)
1217,엘트루윈영어학원,대구광역시 수성구 지범로 208  6층 (범물동)
1218,기탄사고력교실혁신새론학원,대구광역시 동구 과학로13길 4  4층 (각산동)
1219,단디영어학원,대구광역시 수성구 동대구로59길 16  2층 (범어동)
1220,아르스피아노음악학원,대구광역시 동구 아양로34길 55  1층 (신암동)
1221,공터영어수성만촌학원,대구광역시 수성구 교학로 66  3층(만촌동) (만촌동)
1222,국어의훈련지산학원,대구광역시 수성구 지범로 167  11층(지산동) (지산동 지산메디지오)
1223,에꼴드파리미술학원,대구광역시 수성구 들안로 326  3층 (수성동3가)
1224,홍반기타수성점음악학원,대구광역시 수성구 신천동로 412  2층 (수성동4가)
1225,윤선생IGSE(아이지에스이)위더스학원,대구광역시 수성구 파동로 245  3층 (파동)
1226,웅진씽크빅학습센터범어학원,대구광역시 수성구 상록로 76  3층 (범어동)
1227,수성아이가르텐어학원,대구광역시 수성구 달구벌대로 2382-1  2층 (범어동 대백상호신용금고)
1228,유투엠수학하이스트관학원,대구광역시 수성구 고산로18길 5  5층 (신매동)
1229,한양입시학원,대구광역시 중구 국채보상로 537 (수동)5층 6층 일부
1230,카일라코치센터영어학원,대구광역시 수성구 범어천로 126  3층(303호) (범어동 코오롱 하늘채 수)
1231,옳음영어학원,대구광역시 동구 동호로5길 18  4층 (신서동)
1232,두산아이콘스토리1인전용독서실,대구광역시 수성구 상화로 117  2층 (두산동)
1233,클라라음악학원,대구광역시 동구 동화천로 372  6층 603호 (지묘동)
1234,시지바이올린스튜디오학원,대구광역시 수성구 욱수천로 77  상가 301동 202호 (신매동 시지3차 태왕하이츠)
1235,자타영학원,대구광역시 동구 반야월로 311-13  3층 (신서동)
1236,새로이국어와논술학원,대구광역시 동구 반야월북로 226  303호 (신서동)
1237,라이트영어학원,대구광역시 동구 반야월북로 226  304호 (신서동)
1238,리드인독서중심국어학원,대구광역시 동구 팔공로51길 37  504호 (봉무동)
1239,채움수학학원,대구광역시 동구 율하동로 52  4층 (율하동)
1240,커넥츠프랩공시관범어점독서실,대구광역시 수성구 동원로 7  2~3층 (범어동)
1241,에스시스카이영수학원,대구광역시 동구 송라로2길 8  2층3층 (신천동)
1242,맥스어학원,대구광역시 동구 메디밸리로 40  3층 일부 (사복동)
1243,셀라피아노음악학원,대구광역시 동구 동화천로77길 30  상가1동 2층 일부 (지묘동 LH뉴웰시티)
1244,브리튼영어학원,대구광역시 수성구 명덕로 404 (수성동2가) 403호
1245,매쓰로드수학학원,대구광역시 수성구 화랑로2길 105  2층 (만촌동 만촌동 메트로프라자)
1246,퍼스트바리스타제과제빵학원,대구광역시 중구 동성로1길 16  5층 501호 (덕산동 동성로타워)
1247,수경수학학원,대구광역시 수성구 범어로16길 18-15  2층3층 (범어동)
1248,한샘홈케어기술학원,대구광역시 수성구 지범로 69-3  2층 (지산동)
1249,정샘국어학원,대구광역시 수성구 달구벌대로496길 19-11  4층 (범어동)
1250,석입시학원,대구광역시 수성구 청수로 278  3층4층 (황금동)
1251,다온인테리어건축목공학원,대구광역시 수성구 고산로18길 11 2층(신매동)
1252,아르데코미용학원,대구광역시 수성구 고산로 121-13  3층 일부 (매호동)
1253,기타웰캄실용음악학원,대구광역시 수성구 명덕로76길 83  1층 (수성동1가)
1254,블루밍아트미술학원,대구광역시 수성구 들안로28길 24-8  1층 (황금동)
1255,크리스틴어학원,대구광역시 수성구 만촌로 126  3층 (만촌동)
1256,T클래스뮤엠영어학원,대구광역시 동구 메디밸리로 9  403호 (대림동)
1257,531수학범어2호관학원,대구광역시 수성구 달구벌대로 2498  9층 (범어동)
1258,책나무사대부초점독서학원,대구광역시 중구 대봉로 271  3층 301호 (봉산동)
1259,대구프랑스문화원알리앙스프랑세즈학원,대구광역시 중구 약령길 28  3층 5층 (계산동2가)
1260,브릿지어학원,대구광역시 수성구 달구벌대로 2469  4층 일부 (범어동 범어동빌딩)
1261,엠제이학원,대구광역시 수성구 달구벌대로492길 49  3층 (범어동)
1262,온(onn)학원,대구광역시 수성구 달구벌대로492길 43  3층 (범어동)
1263,청담음악학원,대구광역시 수성구 용학로30길 118  3층 서편 (지산동)
1264,더프라임탑7수학학원,대구광역시 수성구 달구벌대로 3169  3층일부 (매호동)
1265,엠베스트SE시지수학과학학원,대구광역시 수성구 욱수천로 129 3층 일부(사월동)
1266,서울대치동영어수학고등전문학원,대구광역시 수성구 달구벌대로 2529  7층일부 (범어동 범어에스타워)
1267,케이유(KU)입시학원,대구광역시 수성구 달구벌대로 2510  2층일부 (범어동 범어동근생시설)
1268,팀하이퍼수학학원,대구광역시 수성구 달구벌대로 3206  6층 (신매동 창성빌딩)
1269,수성소마학원,대구광역시 수성구 들안로 258  4층 (수성동3가)
1270,중동제이앤제이(JNJ)실용음악학원,대구광역시 수성구 청수로 28  2층 (중동)
1271,글고운국어학원,대구광역시 수성구 들안로 326  4층 (수성동3가)
1272,한쌤영어내신수능전문학원,대구광역시 수성구 달구벌대로650길 57  3층 (욱수동)
1273,뷰티스타아카데미학원,대구광역시 수성구 달구벌대로 2255  4층 (수성동4가)
1274,한솔바리스타제과제빵요리학원,대구광역시 중구 달구벌대로 2105  3층 (덕산동 대구은행 반월당지점)
1275,의치한약수수학학원,대구광역시 수성구 달구벌대로 2596  2층 (만촌동)
1276,책나무두산위브점학원,대구광역시 수성구 달구벌대로489길 17  2층 (범어동)
1277,더해봄국어전문학원,대구광역시 수성구 달구벌대로 2488  5층일부(범어동) (범어동)
1278,탑초이스학원,대구광역시 수성구 수성로 352  4층 (수성동2가)
1279,최상위에스(S)수학과학학원,대구광역시 수성구 수성로69길 65  상가6동 304호 (수성동1가 수성 롯데캐슬 THE FIRST)
1280,더상승영어학원,대구광역시 동구 동호로7길 24  1층 (신서동)
1281,미래로봇코딩학원,대구광역시 수성구 달구벌대로458길 42  23층 (수성동1가)
1282,영어종결센터이시아폴리스학원,대구광역시 동구 팔공로51길 41  401호 (봉무동)
1283,드로잉라인학원,대구광역시 중구 국채보상로 555  3층 (종로1가)
1284,독존국어학원,대구광역시 동구 동호로5길 14  4층 (신서동)
1285,이지안음악학원,대구광역시 수성구 알파시티2로 96   203호 (노변동)
1286,옥스과학수학학원,대구광역시 수성구 청수로 274  상가301호 2층전체 (황금동 힐스테이트 황금동)
1287,상상날개과학실험학원,대구광역시 동구 팔공로51길 33  5층 502호 (봉무동)
1288,커넥츠프랩독학학원,대구광역시 수성구 신매로19길 46  시지스퀘어502호 (신매동)
1289,커넥츠프랩시지점독재학원,대구광역시 수성구 신매로19길 46  501호(신매동) (신매동)
1290,모이스쿨스영재교육학원,대구광역시 수성구 달구벌대로469길 16  1-2층 (수성동4가)
1291,두두아트미술학원,대구광역시 수성구 상록로 15  범어센트럴푸르지오 판매시설동 2층 232호 233호 (범어동)
1292,봄사이언스센터과학학원,대구광역시 동구 반야월로 311-13  2층 (신서동)
1293,서울예술음악학원,대구광역시 중구 중앙대로 283  4~5층 (남산동)
1294,수오재국어학원,대구광역시 수성구 청수로 235  311-1호 3층 (황금동 캐슬골드파크 2단지)
1295,케이매쓰수학학원,대구광역시 수성구 청솔로 117 2~3층(수성동3가)
1296,엠브레인수학학원,대구광역시 수성구 교학로2길 12  3층 (만촌동)
1297,국어의두각국어학원,대구광역시 수성구 동원로 2 701호702호703호(만촌동)
1298,세움영어학원,대구광역시 수성구 범어로 89  화이트힐 2층 (범어동)
1299,책나무숙천독서학원,대구광역시 동구 메디밸리로12길 30  1층 (사복동)
1300,재미솔솔미술학원,대구광역시 중구 남산로 57  2층 (남산동)
1301,웅진씽크빅스마트올클래스율하학원,대구광역시 동구 안심로16길 47  4층 413호 (율하동 율하동 타임스퀘어)
1302,손샘영재1어학원,대구광역시 수성구 달구벌대로 2527  701호 801호 (범어동 손샘빌딩)
1303,발린대구이용학원,대구광역시 중구 동성로12길 12  3층 (문화동)
1304,범어2에이프릴어학원,대구광역시 수성구 달구벌대로 2575  9층 (만촌동)
1305,수성스즈키바이올린첼로학원,대구광역시 수성구 수성로25길 13  3층 (상동)
1306,꿈지담학원,대구광역시 중구 달구벌대로 1955  305306호 (대신동 대신센트럴자이)
1307,무한질주수학학원,대구광역시 수성구 달구벌대로650길 57  2층 (욱수동)
